labels 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64
53 0.00102563 0.0109615 0.00300875 0.00344883 0.0061511 0.00529931 0.00221618 0.00484103 0.00320047 0.00137416 0.00261281 0.00347459 0.00449241 0.00307755 0.0181682 0.0100396 0.00203399 0.00455918 0.0249277 0.00373815 0.0070319 0.0257768 0.0038369 0.00747126 0.00173844 0.00508256 0.00293568 0.00293763 0.00377508 0.0359766 0.0103156 0.0168821 0.00328586 0.00846754 0.0310063 0.0100551 0.0014665 0.018868 0.00331487 0.00356015 0.00187327 0.0175985 0.00335502 0.00898777 0.00912686 0.00339074 0.00861016 0.00823357 0.00204941 0.00515275 0.0023675 0.00435345 0.00170296 0.454633 0.00418794 0.0159486 0.00442028 0.0250986 0.00438008 0.0156909 0.0270345 0.0111629 0.0022811 0.0314404 0.00448417
28 0.010414 0.001324 0.00177354 0.00706143 0.000875029 0.0048866 0.0172639 0.000623436 0.0140178 0.0214836 0.000954352 0.00202029 0.0104789 0.00320543 0.00175533 0.000720966 0.00611198 0.000705148 0.000678292 0.00173067 0.00167136 0.00126364 0.00103566 0.00202542 0.00690734 0.00139631 0.00402453 0.00106573 0.410753 0.000500361 0.00255617 0.00201888 0.000977615 0.00091219 0.00139676 0.00108539 0.00704467 0.00185163 0.0110538 0.00137516 0.00466261 0.00132529 0.0127665 0.00077342 0.000705733 0.00293718 0.000863804 0.000817428 0.00132218 0.00101041 0.00459314 0.00136937 0.00242983 0.00111054 0.372332 0.00137047 0.00199177 0.00150783 0.00119794 0.00108279 0.00345157 0.00100662 0.00682805 0.00101623 0.00252633
55 0.00898305 0.0121246 0.00277765 0.00574511 0.00276126 0.00686692 0.0172431 0.00199783 0.00439036 0.00512025 0.00186131 0.00166313 0.0084912 0.00219431 0.00431515 0.00142664 0.00301375 0.00136114 0.00914061 0.00410012 0.00145326 0.00780358 0.00371886 0.00182701 0.00446713 0.00130828 0.004788 0.00115612 0.00894683 0.00441092 0.0047963 0.0041496 0.00239375 0.00284558 0.00619676 0.00290186 0.00227442 0.0243002 0.00555641 0.00248184 0.00240785 0.0313607 0.00479804 0.00741612 0.0134245 0.0111748 0.00610628 0.0176978 0.0025881 0.00141263 0.00285191 0.00305043 0.00188851 0.00801317 0.00676255 0.573386 0.00396772 0.00782598 0.00280095 0.0033128 0.0142346 0.00272535 0.00144626 0.0589237 0.00706904
56 0.00816417 0.00168732 0.00137704 0.00145373 0.00169924 0.00318915 0.00246026 0.00134926 0.00284222 0.00495248 0.00516579 0.00372179 0.00408439 0.0143671 0.00235634 0.00134088 0.00321029 0.00515329 0.00205467 0.00532621 0.00397174 0.00416776 0.0101963 0.0116504 0.00845201 0.00297393 0.0117662 0.00424965 0.00185141 0.002048 0.0278653 0.00688924 0.00414317 0.00181229 0.00166332 0.000937217 0.0211762 0.00431807 0.00490119 0.00901356 0.00487408 0.00155887 0.00401745 0.00612903 0.00175916 0.00236189 0.00175108 0.00198793 0.00845806 0.0158435 0.0088577 0.00331254 0.00671871 0.00423844 0.00155604 0.0018939 0.675517 0.00854408 0.00762086 0.00211065 0.00283486 0.00111338 0.00276484 0.00246872 0.00170495
31 0.000516018 0.00126683 0.00283086 0.000982773 0.000289001 0.000516376 0.000399979 0.00407409 0.00111483 0.00216979 0.00043664 0.00129087 0.000824128 0.000724283 0.00174195 0.00211451 0.000464273 0.00124359 0.00104214 0.000562574 0.00175578 0.000508626 0.0192749 0.00205805 0.000628305 0.00367755 0.000961585 0.00261724 0.00127124 0.00259015 0.00162432 0.44311 0.00218541 0.00146191 0.00836233 0.00174695 0.00146943 0.000345661 0.000873701 0.000404682 0.00107295 0.00119054 0.00142697 0.000364869 0.000928814 0.00112303 0.00278666 0.000861644 0.00348242 0.00143493 0.000498644 0.00277249 0.00370016 0.00138595 0.00151112 0.000467863 0.00144324 0.427855 0.00398071 0.0018003 0.00997023 0.00217513 0.00102381 0.00200668 0.00320272
58 0.00162961 0.0043182 0.00256185 0.0016859 0.00218214 0.00349368 0.00152895 0.00659324 0.00260326 0.00455574 0.00283313 0.00266712 0.00236971 0.00429216 0.00476162 0.00316054 0.00238625 0.0070364 0.00287637 0.00373144 0.00868594 0.00285144 0.0238767 0.00688673 0.00209379 0.00317247 0.00287457 0.00389905 0.00217959 0.00578956 0.00938257 0.0494732 0.271428 0.00464151 0.0122402 0.00493579 0.00273089 0.0031657 0.00300105 0.00178106 0.00295692 0.00278569 0.00493956 0.00825458 0.00176991 0.00209596 0.00421535 0.00185537 0.0137522 0.011887 0.00225495 0.00780185 0.0106334 0.00820492 0.00239893 0.00183012 0.00938949 0.042833 0.328858 0.0118042 0.0131422 0.00576651 0.00294688 0.00266143 0.00260457
59 0.000506968 0.00355702 0.00216412 0.001443 0.00111835 0.00302483 0.000727031 0.00350465 0.00209496 0.000594643 0.00496139 0.00231442 0.00136292 0.00200661 0.00899599 0.0017551 0.00119484 0.00872452 0.00449996 0.00171458 0.0306709 0.00271068 0.00537162 0.0122329 0.000704219 0.00115935 0.00110993 0.00462232 0.00355766 0.00579051 0.00216832 0.00439337 0.00878588 0.27459 0.00857873 0.0144975 0.00337041 0.00140035 0.00175722 0.00214242 0.00199179 0.00141224 0.00302309 0.0027898 0.00136029 0.00141384 0.00520599 0.00116166 0.00423522 0.00702251 0.00113492 0.00107751 0.00216998 0.00298118 0.00509065 0.00074285 0.00403297 0.0045326 0.0139816 0.453569 0.00637517 0.018817 0.00787321 0.000846572 0.00127843
60 0.000143436 0.000853125 0.000872328 0.000233432 0.000158003 0.000594696 0.000150694 0.00243051 0.000224764 0.000446557 0.000289437 0.00022752 0.000231431 0.000459741 0.000691876 0.000695177 0.000142894 0.000589969 0.000735066 0.000587452 0.00183764 0.000266482 0.00214343 0.00152789 0.00016123 0.000674221 0.000181702 0.000400407 0.000676107 0.000651587 0.000461182 0.00304046 0.000235966 0.00509658 0.00528249 0.00196872 0.000243227 0.000262976 0.000164762 0.000244871 0.000190884 0.000457998 0.000596335 0.000218416 0.000477334 0.000571372 0.00056254 0.000491412 0.000452586 0.000469134 0.000159487 0.000406861 0.000384189 0.00119756 0.000657778 0.000206748 0.000810008 0.00274546 0.000269592 0.00225914 0.947198 0.00145668 0.00041793 0.000494512 0.000568208
61 0.00103648 0.00259071 0.00550195 0.00519303 0.000720329 0.0109868 0.00236316 0.00812012 0.0062625 0.00142577 0.00376647 0.00977716 0.0017194 0.0143861 0.00626472 0.00133137 0.00201377 0.00239295 0.00202888 0.00179833 0.00711916 0.00441343 0.00247945 0.00160461 0.00219426 0.00120822 0.00273653 0.00201225 0.0057893 0.00326497 0.00184361 0.00503644 0.0031968 0.00385723 0.00572672 0.277402 0.0053069 0.00453837 0.002019 0.000815171 0.00300078 0.0012036 0.00829773 0.00258397 0.00140725 0.00156316 0.002152 0.00130852 0.00521158 0.00441318 0.00439957 0.00226456 0.00138623 0.00357072 0.0111746 0.00133469 0.00150464 0.00367907 0.00325785 0.00408208 0.00515712 0.485013 0.00854108 0.000570312 0.000678689
63 0.00043559 0.00539457 0.000750939 0.000893991 0.00309124 0.00149204 0.00123076 0.00101469 0.000751314 0.000649133 0.00211294 0.000941404 0.000801968 0.000620445 0.00201906 0.00159079 0.000483187 0.000793496 0.00683145 0.00142753 0.00304704 0.00385301 0.00253402 0.00192897 0.000585689 0.00146681 0.00162056 0.00106756 0.000840095 0.00482911 0.000727885 0.00190827 0.00199073 0.00125542 0.00213377 0.00117719 0.00064865 0.00363691 0.000894036 0.00131687 0.000684529 0.017255 0.000674348 0.0026549 0.008434 0.00190145 0.00990847 0.00827217 0.00100086 0.00122367 0.00069423 0.0043614 0.00133499 0.0108963 0.000959188 0.00731067 0.000793653 0.00307795 0.00170723 0.0016756 0.00378658 0.00109266 0.000747954 0.819781 0.0189818
64 0.000937179 0.0101206 0.00280335 0.00127868 0.00295869 0.00478085 0.00132059 0.00660757 0.000987352 0.00350049 0.00541706 0.00098886 0.0010794 0.00126625 0.0048847 0.00500031 0.00122371 0.00104942 0.00531761 0.0151813 0.00107552 0.0023385 0.00201802 0.00243568 0.00159788 0.00116511 0.00159266 0.00112867 0.00106662 0.00404224 0.00171483 0.00382235 0.00347289 0.00207608 0.00149496 0.00135728 0.00218929 0.00220609 0.000907007 0.00360897 0.000996133 0.00215131 0.00131987 0.00417953 0.00576017 0.0203211 0.00241273 0.00742154 0.00294003 0.000797805 0.00115497 0.00253903 0.00379947 0.00175727 0.00105817 0.00253025 0.00276392 0.00371853 0.00527756 0.00340253 0.00669633 0.00167874 0.00220123 0.0208435 0.774264
0 0.730634 0.000357034 0.0008681 0.00170082 0.000610648 0.00151189 0.0071224 0.000337822 0.0023671 0.00554034 0.000417349 0.00129536 0.00929352 0.00426911 0.000749274 0.000578444 0.013577 0.00203277 0.000318647 0.000597888 0.000489995 0.000595222 0.00102621 0.00186697 0.0955325 0.000797399 0.0140033 0.00133263 0.00231461 0.000284005 0.00505769 0.00102139 0.0011863 0.000338588 0.000387837 0.000448017 0.00446169 0.00143249 0.00632046 0.00221543 0.0114698 0.000712012 0.00624797 0.000562204 0.000332664 0.000305187 0.000372209 0.000291764 0.00458508 0.0048664 0.028448 0.00163244 0.00429044 0.000404102 0.00187626 0.000606319 0.00334552 0.000506416 0.00108154 0.000337163 0.000355401 0.000468138 0.000950012 0.000416532 0.000243662
1 0.00682612 0.396752 0.007373 0.00641776 0.0150811 0.00696616 0.0056363 0.0112182 0.00424853 0.00883178 0.0147571 0.0041339 0.00503126 0.00329113 0.0166451 0.0172165 0.00475292 0.00503694 0.0155523 0.0225932 0.00392373 0.00517919 0.00462185 0.00885141 0.0068237 0.00338103 0.0152549 0.00545647 0.00576923 0.00759523 0.00336794 0.00740875 0.00624378 0.00537979 0.0035202 0.0068721 0.0109704 0.0024951 0.00513336 0.00949902 0.00532102 0.0251221 0.0060166 0.0126318 0.0284581 0.0323118 0.00545494 0.028036 0.00350711 0.0147447 0.00686927 0.00753073 0.0241695 0.0100706 0.00770453 0.00630711 0.00260019 0.00617185 0.00628617 0.00712643 0.00779292 0.00583378 0.00341827 0.0129795 0.0174269
2 0.00268303 0.00265631 0.83392 0.00610557 0.000564253 0.00063956 0.000935841 0.00750156 0.00207161 0.0153107 0.00110704 0.00407155 0.00155549 0.00179592 0.00118929 0.000699297 0.00157698 0.000751295 0.00127055 0.00244907 0.000322708 0.0010442 0.00167668 0.00108484 0.00263209 0.00638343 0.0115736 0.00322153 0.00123602 0.000756197 0.000755202 0.0020959 0.000596681 0.000949095 0.000935823 0.0058968 0.00682698 0.000451059 0.00109581 0.000702895 0.00247689 0.00112796 0.00684036 0.000540086 0.00155091 0.00153292 0.0010829 0.0024393 0.000632352 0.00154626 0.00150264 0.00299068 0.00504359 0.000691323 0.00180425 0.000723219 0.00165038 0.0015959 0.000697308 0.000955418 0.0071622 0.00677263 0.00256873 0.000924841 0.00605486
3 0.00198187 0.00157867 0.00657132 0.673887 0.00109987 0.0122084 0.00492502 0.00137923 0.0186071 0.00615559 0.00210426 0.062606 0.00357879 0.0092328 0.00414059 0.00176462 0.007047 0.00757606 0.00170728 0.0022086 0.00103066 0.00204862 0.00171164 0.00856302 0.00396929 0.00383047 0.00287808 0.00789746 0.0288824 0.00114031 0.00274066 0.00221549 0.00160365 0.00142972 0.00192039 0.00300682 0.00459656 0.00240918 0.00141238 0.00199319 0.0084212 0.00310895 0.00602935 0.00161806 0.00149295 0.00136539 0.00138808 0.00139365 0.00177988 0.0045682 0.00274309 0.00262446 0.00194571 0.00111378 0.0258313 0.00125858 0.00186244 0.00139722 0.00154429 0.00204565 0.00297769 0.00382612 0.00162848 0.00091026 0.00148469
4 0.00145989 0.00321061 0.00113158 0.000577738 0.855777 0.0011223 0.00110741 0.000885554 0.000962212 0.00350038 0.0195056 0.000778263 0.000628261 0.00103139 0.00115446 0.00121113 0.000466893 0.00188636 0.0011872 0.0040035 0.0022088 0.000582182 0.00205741 0.00306271 0.00106503 0.000527282 0.00226673 0.00171142 0.000814526 0.000584849 0.00115488 0.00221696 0.00358022 0.00153282 0.000462043 0.000768712 0.00146528 0.000543682 0.000997516 0.0118038 0.00121981 0.00146676 0.00502955 0.00245265 0.00129041 0.00211461 0.000806683 0.00162885 0.00116462 0.00427165 0.000707265 0.00364923 0.0154638 0.000780428 0.00114106 0.000589476 0.00273871 0.000919309 0.00319961 0.000881306 0.0010881 0.000703728 0.00164119 0.00194404 0.002113
5 0.000813645 0.00202319 0.00181081 0.0189396 0.00133902 0.722231 0.0113469 0.000809568 0.0057981 0.00230339 0.00167068 0.0209183 0.00217272 0.00746938 0.00587272 0.0022016 0.00282884 0.00440276 0.00227692 0.00332404 0.00148825 0.00602627 0.00136583 0.00694632 0.00221775 0.00126191 0.00133946 0.00152304 0.04231 0.00137642 0.00406513 0.000866119 0.000815497 0.000923757 0.000754747 0.00181303 0.00225983 0.0200951 0.00114366 0.00283504 0.00461972 0.0017802 0.00402791 0.00517774 0.00197254 0.00204597 0.0015166 0.00191425 0.00096367 0.00235651 0.0027028 0.0015667 0.00123251 0.00237979 0.0266796 0.00177692 0.00320928 0.000820653 0.00149828 0.00116413 0.0023729 0.00218018 0.00162197 0.00101208 0.001427
6 0.0107919 0.000711923 0.000691703 0.00195472 0.00203386 0.00983467 0.844353 0.000293588 0.0063847 0.0011065 0.00108498 0.00166374 0.00861899 0.00133678 0.00128198 0.000574938 0.0125526 0.0010791 0.000405705 0.000577158 0.00107781 0.000935397 0.00117261 0.00159178 0.00524797 0.00045723 0.00223597 0.000626188 0.00410595 0.000389941 0.00190634 0.000522359 0.000967453 0.000381787 0.000306808 0.000707327 0.00400527 0.00534688 0.00536667 0.0114269 0.00730869 0.000748569 0.00805027 0.00149047 0.000441777 0.000334825 0.000533977 0.000369631 0.00154661 0.00219102 0.00408209 0.000798186 0.00261765 0.000550624 0.00210196 0.000822203 0.00165197 0.000391113 0.001073 0.000388073 0.00034504 0.00105823 0.0041394 0.0005801 0.000273773
7 0.000576847 0.00738481 0.00545728 0.00119344 0.00143397 0.00084197 0.000450532 0.805565 0.000920528 0.00156852 0.00100879 0.000935635 0.000845147 0.000522948 0.00330943 0.00550216 0.000699444 0.00245714 0.0033725 0.00774984 0.001357 0.000634458 0.00518309 0.00214199 0.000798222 0.00182015 0.000955795 0.001487 0.00073516 0.0064898 0.00111382 0.0137389 0.00122887 0.00237553 0.0079747 0.00721051 0.00103839 0.000478373 0.000725472 0.00242673 0.00114543 0.00173894 0.00209147 0.000683431 0.00262754 0.00481785 0.00175622 0.00405489 0.00263844 0.000793866 0.000522607 0.00129849 0.00285127 0.00234351 0.00101408 0.00101049 0.00289155 0.0133089 0.00183718 0.0016476 0.0240293 0.00676927 0.000539373 0.00218476 0.00369388
8 0.000990239 0.000192486 0.000625646 0.00677672 0.000553256 0.00194258 0.0037282 0.00018499 0.91368 0.000491764 0.000624435 0.00288676 0.00169533 0.00110342 0.000791704 0.000355308 0.00301749 0.00119718 0.000209447 0.000381634 0.000409102 0.000382584 0.000456156 0.00176929 0.00155461 0.000425053 0.000666254 0.000933937 0.0092599 0.000229885 0.000823391 0.000551081 0.000629774 0.000341789 0.000309394 0.000664363 0.00442295 0.000440268 0.000876307 0.00233361 0.00375231 0.000534947 0.00204921 0.000273009 0.000197104 0.000170121 0.00023094 0.000167629 0.000712275 0.0010395 0.000934429 0.000436923 0.000547208 0.000206767 0.00912657 0.000242169 0.000774676 0.0002538 0.000694811 0.000358677 0.00036097 0.00101684 0.00665289 0.00020535 0.000152879
9 0.00791286 0.000322276 0.00250382 0.00181093 0.000235634 0.00107918 0.00158344 0.000281507 0.00136327 0.843929 0.000256963 0.00154125 0.00169511 0.0127296 0.00043989 0.000455568 0.00282629 0.00121558 0.000326677 0.000709362 0.000302368 0.00033204 0.0013018 0.00110631 0.00770601 0.0027447 0.0186615 0.00208454 0.00245315 0.000279113 0.00271033 0.00121259 0.00279487 0.000230072 0.000409713 0.000437489 0.00267446 0.000829964 0.000845253 0.000477634 0.00337604 0.00070428 0.0254424 0.000438346 0.000351298 0.000688354 0.000307308 0.00034049 0.00139081 0.00359445 0.0069649 0.00420426 0.00782477 0.000273907 0.00263422 0.000617257 0.00126947 0.000908231 0.00179345 0.000246127 0.00147673 0.000489722 0.000901573 0.000282089 0.000667528
10 0.00161347 0.00290736 0.00219599 0.00262045 0.00737231 0.00298103 0.00373255 0.000808018 0.00313413 0.00212527 0.778607 0.00187669 0.00185386 0.00170841 0.00520177 0.00257321 0.00177283 0.00358165 0.00238825 0.00163793 0.00782391 0.00455281 0.00654813 0.00805917 0.001253 0.00265588 0.00218414 0.00768346 0.00290909 0.000816779 0.000942059 0.00141337 0.0051638 0.00259058 0.00060006 0.00124236 0.00839243 0.00344325 0.00192327 0.00708691 0.0017174 0.00382104 0.00275104 0.00843558 0.00161053 0.00227109 0.00176968 0.00207616 0.0051803 0.00958977 0.00145011 0.00321164 0.00726837 0.00174739 0.00139474 0.00162838 0.00346182 0.000963473 0.010357 0.00381274 0.00126799 0.00163851 0.00475802 0.00387789 0.00596285
11 0.00209937 0.000177251 0.000709225 0.00397818 0.000281469 0.0056195 0.00426635 0.000335392 0.00695765 0.00151653 0.000362463 0.836017 0.00278929 0.0163944 0.00395674 0.00198988 0.00641912 0.0121196 0.000163505 0.000179437 0.00230871 0.000660409 0.00161918 0.00728301 0.00187898 0.00401594 0.00110397 0.0144314 0.007016 0.000208118 0.00430856 0.000803678 0.00134451 0.000361221 0.000196284 0.000538071 0.00166932 0.00327181 0.00222094 0.000863176 0.00597226 0.000438686 0.00216704 0.000699338 0.000149331 0.000157212 0.000568642 0.000126161 0.00101768 0.00751913 0.00137905 0.00633182 0.00102843 0.000517978 0.00353032 0.000230301 0.00157793 0.000469993 0.00115907 0.000354229 0.00064152 0.000560037 0.0006857 0.000133638 0.000148812
12 0.0167413 0.000872587 0.000613866 0.000680665 0.000644017 0.00146325 0.0199955 0.000442122 0.00126593 0.00154621 0.000402456 0.000577607 0.423052 0.00082859 0.00342188 0.00161049 0.0736217 0.00105265 0.000652348 0.000633357 0.00156916 0.00149725 0.000794733 0.00136957 0.012285 0.000630346 0.00788318 0.000934955 0.00199735 0.000823526 0.00514191 0.00196012 0.00110013 0.000395253 0.00036062 0.000712643 0.00274396 0.0015421 0.339185 0.00517272 0.0132961 0.00112151 0.0134089 0.000714862 0.000481065 0.000426376 0.000643794 0.000585639 0.000997506 0.00169497 0.00543994 0.000981909 0.0069374 0.00145622 0.00195205 0.00145954 0.00347868 0.00149075 0.0011542 0.000414477 0.000446956 0.000910387 0.000881199 0.00108994 0.000317369
13 0.00425527 2.24859e-05 0.000172203 0.000281676 4.40023e-05 0.000267942 0.0007767 4.35731e-05 0.000200039 0.00219252 8.3787e-05 0.000694874 0.000350302 0.962732 0.000129557 0.000112688 0.000452078 0.000521133 2.30084e-05 9.78381e-05 0.000176288 6.2087e-05 0.00056349 0.000973451 0.00262849 0.000269466 0.00124347 0.000509941 0.000279392 3.04883e-05 0.00105645 0.000154827 0.000458624 6.98637e-05 3.73031e-05 6.68175e-05 0.000778113 0.00174442 0.000301249 0.000141985 0.000615007 6.90333e-05 0.00110417 0.000149332 2.66932e-05 0.000104313 7.54148e-05 2.36908e-05 0.00035221 0.00149708 0.00302843 0.00523697 0.000250695 5.61563e-05 0.000253883 3.58982e-05 0.000926181 6.9045e-05 0.000205443 5.7803e-05 0.000167875 7.13911e-05 0.000355224 3.64262e-05 0.000231628
14 0.00322482 0.00434018 0.00373621 0.00650968 0.00165223 0.0321128 0.0101697 0.00209156 0.0075768 0.00302835 0.00178277 0.023933 0.00604786 0.00788445 0.516386 0.0752014 0.00789253 0.0228181 0.00512076 0.00385389 0.0101731 0.0149272 0.00185564 0.00647003 0.00448526 0.0142699 0.00446212 0.0143447 0.00931234 0.00366682 0.0065623 0.0035109 0.00169775 0.00148452 0.00131974 0.00416122 0.0064395 0.00585688 0.00490124 0.00562957 0.0294198 0.00787926 0.00561814 0.00573014 0.00455661 0.00248574 0.00439583 0.00401094 0.00176536 0.00414117 0.00551486 0.00510356 0.00270383 0.00897179 0.00814956 0.0031944 0.00405838 0.00232081 0.00251354 0.00172795 0.00248116 0.00554978 0.00249423 0.00224534 0.0020743
17 0.000160471 4.89305e-06 3.804e-05 0.000134036 2.80058e-05 0.00015789 0.000123847 1.62688e-05 0.000234497 7.94781e-05 5.01242e-05 0.00184895 0.000103206 0.000409828 0.00455993 0.00208473 0.000253576 0.969887 8.27381e-06 1.48319e-05 0.000294336 3.01431e-05 0.00214207 0.00658088 7.31206e-05 0.000275051 5.18467e-05 0.0011311 0.000255919 1.44325e-05 0.000396164 5.7046e-05 0.000368125 2.58353e-05 1.18695e-05 2.72412e-05 0.000450715 0.000227545 7.62557e-05 0.00025587 0.00177103 2.97033e-05 0.000175027 9.69242e-05 4.97028e-06 5.9735e-06 2.90248e-05 3.78868e-06 0.000237489 0.00150397 0.000118665 0.000443904 0.000501321 3.53569e-05 0.000108767 1.06741e-05 0.00133456 3.08679e-05 0.000489705 2.17397e-05 2.99931e-05 2.10477e-05 3.85959e-05 8.01584e-06 5.91944e-06
20 0.000158753 2.14693e-05 3.17724e-05 3.37118e-05 0.0003143 0.000324305 0.000396512 5.33599e-05 6.85886e-05 4.25171e-05 0.000166726 0.00015351 0.000124448 0.000180695 0.000211271 0.0003274 0.000110776 0.000184439 3.11105e-05 1.96797e-05 0.981186 0.000234567 0.00103841 0.00218693 7.69832e-05 0.000302606 6.3078e-05 0.00138378 9.49523e-05 3.04953e-05 0.000252647 0.000569727 0.000468866 0.000238914 0.000110259 7.19584e-05 6.30764e-05 0.000578972 0.000138532 0.000204515 6.25862e-05 6.45444e-05 0.000260258 0.00048832 2.3028e-05 1.54925e-05 0.00103804 2.013e-05 0.000130683 0.000536053 7.25582e-05 0.000569635 0.000112682 0.000501057 8.21856e-05 4.79657e-05 0.000185734 0.000182325 0.00049309 0.000241968 0.000243336 8.29708e-05 0.00220487 6.6654e-05 2.32454e-05
21 0.00716488 0.0136415 0.00618922 0.00671115 0.00453002 0.0233965 0.00978868 0.00418104 0.00656856 0.00472169 0.00428346 0.0112783 0.0182377 0.0183958 0.0254312 0.0138096 0.00808394 0.00620762 0.0208593 0.0173723 0.014127 0.30951 0.00569837 0.015667 0.00982643 0.0142428 0.00771939 0.0105091 0.00666373 0.00687996 0.0270693 0.00787919 0.00370112 0.00272859 0.00293381 0.0078901 0.00504937 0.0179354 0.0135767 0.0112482 0.00796975 0.00655297 0.00734837 0.0232966 0.0194447 0.00887699 0.0159796 0.0203556 0.00302547 0.00650857 0.011786 0.0104811 0.00509139 0.0369063 0.00632856 0.0167606 0.0155215 0.00577163 0.00644169 0.00318363 0.00697205 0.0102938 0.00316257 0.00491461 0.0053184
22 0.000473986 0.00039594 0.000922536 0.000787436 0.000463643 0.000458874 0.000395458 0.00142593 0.000738306 0.0011298 0.000433481 0.000554994 0.000482044 0.00122457 0.000862036 0.00104616 0.000395554 0.00178714 0.000555209 0.000542028 0.00213543 0.000680082 0.8468 0.00703222 0.000621541 0.00158086 0.000490416 0.00144912 0.00101381 0.000574364 0.00359867 0.0457798 0.00445543 0.00111428 0.00362036 0.000527007 0.000642565 0.00135864 0.00041049 0.00115746 0.000446936 0.000635803 0.0006922 0.00111568 0.000489274 0.000675137 0.00173982 0.000443431 0.00146386 0.00211464 0.000581145 0.00324026 0.00181794 0.000643026 0.000645953 0.000477215 0.00286674 0.0264622 0.00432705 0.00136696 0.00412046 0.000895122 0.000646474 0.00100578 0.000969079
23 0.000269497 1.11629e-05 5.3948e-05 0.000115964 4.53926e-05 0.000124047 0.000281686 2.72083e-05 0.000176995 0.000164187 0.000149894 0.000422292 0.00028098 0.00188986 0.00035536 0.000238283 0.000559064 0.00711161 1.70194e-05 3.12171e-05 0.000907232 6.81499e-05 0.00753931 0.953397 0.000225105 0.000210979 0.00016093 0.00183232 0.000464509 3.44826e-05 0.00108885 0.000208994 0.00300534 0.000322389 4.8543e-05 4.38474e-05 0.000412697 0.000812076 0.000211421 0.000349566 0.000236811 2.09022e-05 0.000478389 0.000285964 1.26301e-05 8.39356e-06 0.000115832 7.81987e-06 0.00120341 0.00389134 0.000301302 0.00141481 0.00106275 9.09115e-05 0.000167965 3.06635e-05 0.00368839 0.000119337 0.00257066 0.000193368 0.000162862 3.62146e-05 0.000208774 1.16683e-05 9.59658e-06
24 0.00707034 0.000119068 0.00042803 0.000751033 0.000187361 0.000437096 0.000817836 0.000134251 0.00084251 0.00241104 0.000179989 0.000301813 0.00108188 0.00592361 0.000150546 0.000104853 0.00305515 0.000504515 0.000133101 0.000379914 0.000107928 0.000113457 0.000475702 0.000737677 0.656472 0.000184395 0.00842755 0.000266005 0.000855968 0.000156815 0.000902058 0.00019292 0.00041374 0.000157442 0.000131015 0.000171868 0.00222441 0.000444526 0.000967119 0.000567064 0.00645285 0.000296519 0.0007959 0.000146826 0.000140479 0.000209745 9.49863e-05 0.000115895 0.00121325 0.00122139 0.284016 0.00114215 0.000474461 8.67396e-05 0.000513788 0.00015962 0.00146693 0.000149994 0.000527983 0.000173247 0.000392801 0.000201451 0.000545951 0.000182788 0.00029428
25 0.00189924 0.000155272 0.00315991 0.00197274 0.000181735 0.00071602 0.000765135 0.000739755 0.00176209 0.00456051 0.000246404 0.00649636 0.00171872 0.00381211 0.00233946 0.00447402 0.00221963 0.00353563 0.000168563 0.000134604 0.00167362 0.000609565 0.00193524 0.00239773 0.00131485 0.821711 0.00138272 0.0813054 0.000702365 0.000313468 0.00173349 0.00208974 0.00100847 0.000235139 0.00032049 0.000514926 0.00158619 0.000627611 0.00182227 0.000452759 0.00297268 0.000728373 0.00118228 0.000520464 0.000172273 0.000154085 0.00136654 0.000150345 0.000637698 0.00634811 0.000939106 0.0116536 0.00130174 0.00143773 0.0006609 0.000228621 0.000649753 0.00108066 0.000734377 0.000258361 0.000598551 0.000745289 0.000363288 0.00013285 0.000187015
26 0.00362449 0.00021887 0.000378799 0.000254382 0.000257615 0.000285492 0.000722031 0.000182644 0.00030698 0.00412633 0.000108422 0.000415574 0.00116595 0.00190132 0.000263226 0.000401435 0.00188093 0.000999836 0.00020596 0.000150206 0.000550217 0.000202183 0.00106286 0.00108308 0.00461254 0.000702487 0.931907 0.00140546 0.000358844 0.000262962 0.00116789 0.000709428 0.00165345 0.00019464 0.000214535 0.000145247 0.001068 0.000441278 0.00120048 0.000387307 0.00406159 0.000576032 0.0012419 0.000373391 0.000250189 0.000102895 0.000385845 0.000201667 0.00235182 0.00339742 0.00735701 0.00244299 0.00392362 0.000299757 0.000445757 0.000435803 0.00114626 0.000399806 0.00200027 0.000225586 0.000214895 0.000143281 0.000202731 0.000415319 0.000223557
